gad7,who5,cesdr10,loc,swls,scs,recommended_plan
1,2,9,8,14,24,"Journaling, Mood tracking, Community events, Music"
8,12,4,4,27,18,"Journaling, Mood tracking, Community events, Music"
0,14,11,4,28,18,"Journaling, Mood tracking, Community events, Music"
1,23,13,17,14,44,"Journaling, Mood tracking, Community events, Music"
2,5,2,11,7,18,"Journaling, Mood tracking, Community events, Music"
7,24,2,16,19,30,"Journaling, Mood tracking, Community events, Music"
2,10,6,20,24,45,"Journaling, Mood tracking, Community events, Music"
6,6,2,9,16,38,"Journaling, Mood tracking, Community events, Music"
1,5,6,19,31,19,"Journaling, Mood tracking, Community events, Music"
4,1,2,21,10,50,"Journaling, Mood tracking, Community events, Music"
7,11,3,23,16,28,"Journaling, Mood tracking, Community events, Music"
5,18,5,8,16,43,"Journaling, Mood tracking, Community events, Music"
4,16,14,22,14,41,"Journaling, Mood tracking, Community events, Music"
2,25,9,10,24,56,"Journaling, Mood tracking, Community events, Music"
3,11,14,24,28,21,"Journaling, Mood tracking, Community events, Music"
5,23,6,1,25,18,"Journaling, Mood tracking, Community events, Music"
7,18,4,5,25,19,"Journaling, Mood tracking, Community events, Music"
8,21,8,19,8,36,"Journaling, Mood tracking, Community events, Music"
3,8,7,4,33,49,"Journaling, Mood tracking, Community events, Music"
2,4,11,4,35,29,"Journaling, Mood tracking, Community events, Music"
9,8,5,10,35,57,"Journaling, Mood tracking, Community events, Music"
7,13,1,24,23,53,"Journaling, Mood tracking, Community events, Music"
4,22,13,3,11,24,"Journaling, Mood tracking, Community events, Music"
9,9,13,3,20,26,"Journaling, Mood tracking, Community events, Music"
4,18,10,20,28,46,"Journaling, Mood tracking, Community events, Music"
4,16,9,17,23,12,"Journaling, Mood tracking, Community events, Music"
8,20,8,13,24,31,"Journaling, Mood tracking, Community events, Music"
4,10,6,23,6,31,"Journaling, Mood tracking, Community events, Music"
7,24,6,4,26,35,"Journaling, Mood tracking, Community events, Music"
4,8,13,19,12,55,"Journaling, Mood tracking, Community events, Music"
2,14,4,7,35,39,"Journaling, Mood tracking, Community events, Music"
6,11,0,19,22,29,"Journaling, Mood tracking, Community events, Music"
6,2,11,18,19,27,"Journaling, Mood tracking, Community events, Music"
5,16,5,0,15,17,"Journaling, Mood tracking, Community events, Music"
6,19,8,15,34,49,"Journaling, Mood tracking, Community events, Music"
2,12,12,3,13,57,"Journaling, Mood tracking, Community events, Music"
0,22,4,18,35,13,"Journaling, Mood tracking, Community events, Music"
1,20,0,2,31,55,"Journaling, Mood tracking, Community events, Music"
6,8,0,17,28,37,"Journaling, Mood tracking, Community events, Music"
3,8,5,22,35,19,"Journaling, Mood tracking, Community events, Music"
6,24,1,14,5,57,"Journaling, Mood tracking, Community events, Music"
1,18,2,9,24,17,"Journaling, Mood tracking, Community events, Music"
0,12,13,7,26,53,"Journaling, Mood tracking, Community events, Music"
8,22,4,3,10,17,"Journaling, Mood tracking, Community events, Music"
3,7,5,4,6,20,"Journaling, Mood tracking, Community events, Music"
3,10,3,6,30,25,"Journaling, Mood tracking, Community events, Music"
9,3,5,5,7,17,"Journaling, Mood tracking, Community events, Music"
2,25,0,20,30,29,"Journaling, Mood tracking, Community events, Music"
6,22,12,3,10,28,"Journaling, Mood tracking, Community events, Music"
1,5,14,1,16,55,"Journaling, Mood tracking, Community events, Music"
3,9,3,24,35,21,"Journaling, Mood tracking, Community events, Music"
6,6,13,11,15,60,"Journaling, Mood tracking, Community events, Music"
4,18,2,21,8,19,"Journaling, Mood tracking, Community events, Music"
3,13,7,15,19,23,"Journaling, Mood tracking, Community events, Music"
3,4,2,11,33,16,"Journaling, Mood tracking, Community events, Music"
9,16,9,14,12,51,"Journaling, Mood tracking, Community events, Music"
7,9,13,19,17,27,"Journaling, Mood tracking, Community events, Music"
8,2,9,22,26,39,"Journaling, Mood tracking, Community events, Music"
3,5,3,23,23,22,"Journaling, Mood tracking, Community events, Music"
7,7,13,13,27,50,"Journaling, Mood tracking, Community events, Music"
4,11,1,13,19,29,"Journaling, Mood tracking, Community events, Music"
9,7,11,5,28,44,"Journaling, Mood tracking, Community events, Music"
5,11,1,24,9,24,"Journaling, Mood tracking, Community events, Music"
9,5,7,2,29,31,"Journaling, Mood tracking, Community events, Music"
9,11,3,12,6,47,"Journaling, Mood tracking, Community events, Music"
6,18,12,7,12,27,"Journaling, Mood tracking, Community events, Music"
9,17,10,3,28,12,"Journaling, Mood tracking, Community events, Music"
0,13,13,3,15,29,"Journaling, Mood tracking, Community events, Music"
0,1,7,3,7,26,"Journaling, Mood tracking, Community events, Music"
1,18,7,8,14,36,"Journaling, Mood tracking, Community events, Music"
2,4,11,13,14,59,"Journaling, Mood tracking, Community events, Music"
5,7,8,1,22,40,"Journaling, Mood tracking, Community events, Music"
4,20,4,19,12,48,"Journaling, Mood tracking, Community events, Music"
0,4,9,16,8,44,"Journaling, Mood tracking, Community events, Music"
5,0,5,23,34,15,"Journaling, Mood tracking, Community events, Music"
1,13,12,16,15,46,"Journaling, Mood tracking, Community events, Music"
6,10,9,9,12,16,"Journaling, Mood tracking, Community events, Music"
6,14,1,15,8,39,"Journaling, Mood tracking, Community events, Music"
4,11,5,1,27,40,"Journaling, Mood tracking, Community events, Music"
8,6,5,11,33,28,"Journaling, Mood tracking, Community events, Music"
8,11,5,19,14,20,"Journaling, Mood tracking, Community events, Music"
0,18,1,0,20,27,"Journaling, Mood tracking, Community events, Music"
1,22,1,12,26,55,"Journaling, Mood tracking, Community events, Music"
8,4,13,8,34,24,"Journaling, Mood tracking, Community events, Music"
9,15,13,13,29,13,"Journaling, Mood tracking, Community events, Music"
8,10,2,18,32,22,"Journaling, Mood tracking, Community events, Music"
8,6,14,14,34,42,"Journaling, Mood tracking, Community events, Music"
7,24,6,7,34,47,"Journaling, Mood tracking, Community events, Music"
1,20,13,17,8,45,"Journaling, Mood tracking, Community events, Music"
4,10,5,0,19,23,"Journaling, Mood tracking, Community events, Music"
7,4,1,10,28,30,"Journaling, Mood tracking, Community events, Music"
5,16,0,7,27,27,"Journaling, Mood tracking, Community events, Music"
9,10,9,18,28,54,"Journaling, Mood tracking, Community events, Music"
7,13,13,0,14,18,"Journaling, Mood tracking, Community events, Music"
1,1,11,17,33,32,"Journaling, Mood tracking, Community events, Music"
6,11,3,19,29,25,"Journaling, Mood tracking, Community events, Music"
9,22,8,14,30,42,"Journaling, Mood tracking, Community events, Music"
3,9,7,18,23,55,"Journaling, Mood tracking, Community events, Music"
6,11,12,8,33,43,"Journaling, Mood tracking, Community events, Music"
3,0,3,15,5,24,"Journaling, Mood tracking, Community events, Music"
2,22,11,8,8,13,"Journaling, Mood tracking, Community events, Music"
5,8,5,19,28,56,"Journaling, Mood tracking, Community events, Music"
2,8,1,14,26,43,"Journaling, Mood tracking, Community events, Music"
7,9,10,24,21,56,"Journaling, Mood tracking, Community events, Music"
0,4,10,8,11,18,"Journaling, Mood tracking, Community events, Music"
1,19,2,17,14,36,"Journaling, Mood tracking, Community events, Music"
4,22,12,24,9,26,"Journaling, Mood tracking, Community events, Music"
5,13,3,23,21,28,"Journaling, Mood tracking, Community events, Music"
4,8,9,1,15,26,"Journaling, Mood tracking, Community events, Music"
2,15,7,20,23,49,"Journaling, Mood tracking, Community events, Music"
4,5,4,17,26,29,"Journaling, Mood tracking, Community events, Music"
2,16,1,0,13,24,"Journaling, Mood tracking, Community events, Music"
3,25,4,22,35,39,"Journaling, Mood tracking, Community events, Music"
9,3,8,12,17,28,"Journaling, Mood tracking, Community events, Music"
7,22,3,2,15,23,"Journaling, Mood tracking, Community events, Music"
8,12,14,4,9,30,"Journaling, Mood tracking, Community events, Music"
8,17,2,12,29,23,"Journaling, Mood tracking, Community events, Music"
8,12,9,19,24,24,"Journaling, Mood tracking, Community events, Music"
9,21,14,8,28,53,"Journaling, Mood tracking, Community events, Music"
2,6,5,14,35,43,"Journaling, Mood tracking, Community events, Music"
2,15,13,13,33,40,"Journaling, Mood tracking, Community events, Music"
8,1,3,8,7,17,"Journaling, Mood tracking, Community events, Music"
4,14,13,17,21,20,"Journaling, Mood tracking, Community events, Music"
2,24,6,8,32,27,"Journaling, Mood tracking, Community events, Music"
9,7,5,24,7,16,"Journaling, Mood tracking, Community events, Music"
6,24,6,0,26,15,"Journaling, Mood tracking, Community events, Music"
9,15,11,13,5,15,"Journaling, Mood tracking, Community events, Music"
9,6,10,3,5,37,"Journaling, Mood tracking, Community events, Music"
0,9,0,4,11,36,"Journaling, Mood tracking, Community events, Music"
7,8,1,3,16,42,"Journaling, Mood tracking, Community events, Music"
4,20,11,3,17,33,"Journaling, Mood tracking, Community events, Music"
0,3,1,3,12,36,"Journaling, Mood tracking, Community events, Music"
3,3,5,3,32,54,"Journaling, Mood tracking, Community events, Music"
8,3,13,12,10,56,"Journaling, Mood tracking, Community events, Music"
8,22,2,6,5,22,"Journaling, Mood tracking, Community events, Music"
1,23,4,21,34,57,"Journaling, Mood tracking, Community events, Music"
6,2,14,5,13,46,"Journaling, Mood tracking, Community events, Music"
5,4,6,7,12,18,"Journaling, Mood tracking, Community events, Music"
2,6,12,22,8,53,"Journaling, Mood tracking, Community events, Music"
3,18,13,9,11,16,"Journaling, Mood tracking, Community events, Music"
2,21,5,21,6,40,"Journaling, Mood tracking, Community events, Music"
9,22,11,12,11,21,"Journaling, Mood tracking, Community events, Music"
3,21,10,19,20,31,"Journaling, Mood tracking, Community events, Music"
5,12,8,6,22,25,"Journaling, Mood tracking, Community events, Music"
5,4,13,21,17,35,"Journaling, Mood tracking, Community events, Music"
7,18,14,8,10,34,"Journaling, Mood tracking, Community events, Music"
8,13,14,22,14,20,"Journaling, Mood tracking, Community events, Music"
0,16,12,18,17,52,"Journaling, Mood tracking, Community events, Music"
0,4,0,7,22,47,"Journaling, Mood tracking, Community events, Music"
5,0,14,14,24,47,"Journaling, Mood tracking, Community events, Music"
8,21,8,23,32,37,"Journaling, Mood tracking, Community events, Music"
3,23,9,14,7,13,"Journaling, Mood tracking, Community events, Music"
5,23,4,0,15,23,"Journaling, Mood tracking, Community events, Music"
9,22,2,15,30,25,"Journaling, Mood tracking, Community events, Music"
3,15,9,20,12,60,"Journaling, Mood tracking, Community events, Music"
0,6,11,14,33,52,"Journaling, Mood tracking, Community events, Music"
3,9,7,14,27,29,"Journaling, Mood tracking, Community events, Music"
4,12,8,24,23,54,"Journaling, Mood tracking, Community events, Music"
2,22,1,21,19,48,"Journaling, Mood tracking, Community events, Music"
6,4,3,24,20,26,"Journaling, Mood tracking, Community events, Music"
8,5,3,17,7,36,"Journaling, Mood tracking, Community events, Music"
5,4,7,1,27,27,"Journaling, Mood tracking, Community events, Music"
5,14,10,17,10,24,"Journaling, Mood tracking, Community events, Music"
7,0,12,15,8,60,"Journaling, Mood tracking, Community events, Music"
1,5,0,10,10,28,"Journaling, Mood tracking, Community events, Music"
3,13,13,19,12,13,"Journaling, Mood tracking, Community events, Music"
4,9,3,19,32,46,"Journaling, Mood tracking, Community events, Music"
9,14,11,3,5,33,"Journaling, Mood tracking, Community events, Music"
9,21,3,17,20,20,"Journaling, Mood tracking, Community events, Music"
7,16,2,9,23,51,"Journaling, Mood tracking, Community events, Music"
2,1,4,14,21,21,"Journaling, Mood tracking, Community events, Music"
4,21,4,1,13,45,"Journaling, Mood tracking, Community events, Music"
1,14,11,20,29,31,"Journaling, Mood tracking, Community events, Music"
5,12,1,3,35,23,"Journaling, Mood tracking, Community events, Music"
8,1,14,15,5,15,"Journaling, Mood tracking, Community events, Music"
3,19,0,14,7,24,"Journaling, Mood tracking, Community events, Music"
1,9,12,19,28,18,"Journaling, Mood tracking, Community events, Music"
8,0,7,17,16,55,"Journaling, Mood tracking, Community events, Music"
3,1,8,13,8,40,"Journaling, Mood tracking, Community events, Music"
0,5,2,8,31,60,"Journaling, Mood tracking, Community events, Music"
4,17,11,22,8,32,"Journaling, Mood tracking, Community events, Music"
7,18,1,4,30,15,"Journaling, Mood tracking, Community events, Music"
4,12,2,15,16,52,"Journaling, Mood tracking, Community events, Music"
7,21,13,0,24,43,"Journaling, Mood tracking, Community events, Music"
4,8,3,23,35,57,"Journaling, Mood tracking, Community events, Music"
5,3,11,6,21,12,"Journaling, Mood tracking, Community events, Music"
5,12,9,15,18,18,"Journaling, Mood tracking, Community events, Music"
8,15,14,22,13,25,"Journaling, Mood tracking, Community events, Music"
8,23,13,6,16,14,"Journaling, Mood tracking, Community events, Music"
2,4,10,22,17,53,"Journaling, Mood tracking, Community events, Music"
6,15,0,7,21,24,"Journaling, Mood tracking, Community events, Music"
3,4,1,5,24,43,"Journaling, Mood tracking, Community events, Music"
3,10,6,19,6,47,"Journaling, Mood tracking, Community events, Music"
6,14,0,19,26,51,"Journaling, Mood tracking, Community events, Music"
8,13,4,17,7,13,"Journaling, Mood tracking, Community events, Music"
8,15,5,13,20,22,"Journaling, Mood tracking, Community events, Music"
0,22,2,22,9,46,"Journaling, Mood tracking, Community events, Music"
6,21,4,2,10,34,"Journaling, Mood tracking, Community events, Music"
7,17,1,5,28,16,"Journaling, Mood tracking, Community events, Music"
0,0,10,9,13,55,"Journaling, Mood tracking, Community events, Music"
9,23,0,17,16,13,"Journaling, Mood tracking, Community events, Music"
0,24,0,0,26,23,"Journaling, Mood tracking, Community events, Music"
6,20,3,19,8,37,"Journaling, Mood tracking, Community events, Music"
0,13,5,13,14,18,"Journaling, Mood tracking, Community events, Music"
6,22,7,21,16,35,"Journaling, Mood tracking, Community events, Music"
2,2,8,3,17,53,"Journaling, Mood tracking, Community events, Music"
5,7,11,18,33,53,"Journaling, Mood tracking, Community events, Music"
5,4,4,4,13,39,"Journaling, Mood tracking, Community events, Music"
8,8,14,13,10,51,"Journaling, Mood tracking, Community events, Music"
1,16,4,9,18,29,"Journaling, Mood tracking, Community events, Music"
0,1,5,3,17,59,"Journaling, Mood tracking, Community events, Music"
4,9,6,16,32,22,"Journaling, Mood tracking, Community events, Music"
4,3,14,6,34,21,"Journaling, Mood tracking, Community events, Music"
6,3,7,19,30,16,"Journaling, Mood tracking, Community events, Music"
4,18,10,4,25,19,"Journaling, Mood tracking, Community events, Music"
6,12,7,4,32,38,"Journaling, Mood tracking, Community events, Music"
1,8,7,1,20,25,"Journaling, Mood tracking, Community events, Music"
0,5,11,2,21,56,"Journaling, Mood tracking, Community events, Music"
5,7,11,24,33,17,"Journaling, Mood tracking, Community events, Music"
5,20,0,2,27,23,"Journaling, Mood tracking, Community events, Music"
8,5,12,20,11,54,"Journaling, Mood tracking, Community events, Music"
8,14,4,20,30,15,"Journaling, Mood tracking, Community events, Music"
4,2,6,3,29,26,"Journaling, Mood tracking, Community events, Music"
1,24,7,4,11,33,"Journaling, Mood tracking, Community events, Music"
0,7,14,8,14,22,"Journaling, Mood tracking, Community events, Music"
0,7,14,18,16,49,"Journaling, Mood tracking, Community events, Music"
9,4,7,23,11,50,"Journaling, Mood tracking, Community events, Music"
6,21,8,21,31,52,"Journaling, Mood tracking, Community events, Music"
5,14,6,22,6,19,"Journaling, Mood tracking, Community events, Music"
5,12,3,22,20,51,"Journaling, Mood tracking, Community events, Music"
0,12,9,3,24,53,"Journaling, Mood tracking, Community events, Music"
